,rating,review,processed_review,corrected_review
383,4,Thank you Flipkart Camera awesome Display goodREAD MORE,thank flipkart camera awesom display good,thank flippant camera awesome display good
384,5,"What is more there to say for any Apple product amazing in its style, innovation memory camera every thing just comes to a perfection that is what what we call AppleREAD MORE",say appl product amaz style innov memori camera everi thing come perfect call appl,say apply product amaze style into memory camera ever thing come perfect call apply
385,5,Best phone in this price range i upgrade from 13 to 14READ MORE,best phone price rang upgrad 13 14,best phone price rang upgrade 13 14
386,5,best phone in this segment love for apple indiaREAD MORE,best phone segment love appl india,best phone segment love apply india
387,5,Very good productREAD MORE,good product,good product
388,4,Iphone 14 excellent performanceREAD MORE,iphon 14 excel perform,siphon 14 excel perform
389,2,simply nothing changed as compared to older versionsREAD MORE,simpli noth chang compar older version,simple not chang compare older version
390,5,Very nice product 👌👌👌READ MORE,nice product 👌👌👌,nice product
391,5,What else can I say when everyone knows Apple is among the best in the Phone Market.READ MORE,els say everyon know appl among best phone market,els say everyone know apply among best phone market
392,1,My data cable is not workingREAD MORE,data cabl work,data call work
393,5,A different experience Which you guys will love!READ MORE,differ experi guy love,differ expert guy love
394,5,Amazing experience and performanceREAD MORE,amaz experi perform,amaze expert perform
395,5,GoodREAD MORE,good,good
396,5,Nice productREAD MORE,nice product,nice product
397,5,Satisfied 😁READ MORE,satisfi 😁,satisfy i
398,5,Super ❤️READ MORE,super ❤️,super i
399,5,"Nice product, best value for money.READ MORE",nice product best valu money,nice product best value money
400,5,Awesome phoneREAD MORE,awesom phone,awesome phone
401,5,Nice apple 😝READ MORE,nice appl 😝,nice apply i
402,5,Nice product and nice rateREAD MORE,nice product nice rate,nice product nice rate
403,5,So far so goodREAD MORE,far good,far good
404,5,Loved one🤌💕😍READ MORE,love one🤌💕😍,love
405,5,"The only visible difference between an iPhone XR and the iPhone 14 is the back camera, the side edges and the battery life. Otherwise, it's pretty much the same phone with probably a few hardware upgrades. I can't tell the difference to be honest. Overall great phoneREAD MORE",visibl differ iphon xr iphon 14 back camera side edg batteri life otherwis pretti much phone probabl hardwar upgrad cant tell differ honest overal great phone,visible differ siphon or siphon 14 back camera side edge battery life otherwise pretty much phone probably hardware upgrade cant tell differ honest overall great phone
406,5,Better than any anroid phoneREAD MORE,better anroid phone,better android phone
407,5,Just wowREAD MORE,wow,wow
408,2,Battery too much drain. Camera not GudREAD MORE,batteri much drain camera gud,battery much drain camera gud
409,5,Tq Flipkart ❣️READ MORE,tq flipkart ❣️,to flippant i
410,4,In my opinion is iPhone 13 is best deal👍🏻READ MORE,opinion iphon 13 best deal👍🏻,opinion siphon 13 best deal
411,5,"Perfect in one form. Camera is so good, faster operation, better battery performance.READ MORE",perfect one form camera good faster oper better batteri perform,perfect one form camera good faster over better battery perform
412,5,Needless to say iPhone 14 best in its segment. Got it at a great priceREAD MORE,needless say iphon 14 best segment got great price,needless say siphon 14 best segment got great price
413,5,Nice product. Delivery lateREAD MORE,nice product deliveri late,nice product deliver late
414,5,Perfect colour... Looking at the next level with the apple symbol..READ MORE,perfect colour look next level appl symbol,perfect colour look next level apply symbol
415,5,I am writing this review after 1 week of usage and the only thing I want to say about it is excellentREAD MORE,write review 1 week usag thing want say excel,write review 1 week usage thing want say excel
416,5,"Bought for my wife on our anniversary. It's her favourite colour-purple, and she loved it. I myself wanted to buy an iPhone for myself as i am a doctor and to show off to patients and stuff but my OnePlus 7t is behaving so awesome that I don't desire to replace it. May be next yearREAD MORE",bought wife anniversari favourit colourpurpl love want buy iphon doctor show patient stuff oneplu 7t behav awesom dont desir replac may next year,bought wife anniversary favourite love want buy siphon doctor show patient stuff one'll it behave awesome dont desire replace may next year
417,5,classicREAD MORE,classic,classic
418,5,Like itREAD MORE,like,like
419,3,Performance is ok.. not much difference between iPhone 12 and iPhone 14Almost similar performance...READ MORE,perform ok much differ iphon 12 iphon 14almost similar perform,perform ok much differ siphon 12 siphon almost similar perform
420,5,Good productREAD MORE,good product,good product
421,5,Nyc phoneREAD MORE,nyc phone,ny phone
422,5,GoodREAD MORE,good,good
423,5,Really nicREAD MORE,realli nic,really nic
424,1,Very Worst CamaraREAD MORE,worst camara,worst camera
425,5,Awesome PhoneREAD MORE,awesom phone,awesome phone
426,5,GoodREAD MORE,good,good
427,5,Nice phonesREAD MORE,nice phone,nice phone
428,5,"Superb phone. Good display, camera, sound, performance,. Battery life is above average.READ MORE",superb phone good display camera sound perform batteri life averag,superb phone good display camera sound perform battery life average
429,5,Amazing productREAD MORE,amaz product,amaze product
430,5,GoodREAD MORE,good,good
431,3,i m not happyREAD MORE,happi,happy
432,5,"thank you for quick service as mentioned in the website. Just one serious observations at the time of exchange of old iphone , they took 3 hrs to check the old mobile.. this is too much time u have takenREAD MORE",thank quick servic mention websit one seriou observ time exchang old iphon took 3 hr check old mobil much time u taken,thank quick service mention website one serious observe time exchange old siphon took 3 he check old mobil much time u taken
433,5,Good to click pictures 👍🏻READ MORE,good click pictur 👍🏻,good click pictur i
434,5,AwesomeREAD MORE,awesom,awesome
435,4,GoodREAD MORE,good,good
436,5,Fantastic buy except poor battery performance for heavy user.READ MORE,fantast buy except poor batteri perform heavi user,fantasy buy except poor battery perform heavy user
437,5,Awesome phone !!!READ MORE,awesom phone,awesome phone
438,5,I am very happy to buy itREAD MORE,happi buy,happy buy
439,5,Awesome 😎READ MORE,awesom 😎,awesome i
440,5,Good productREAD MORE,good product,good product
441,5,Fantastic.READ MORE,fantast,fantasy
442,5,Superb mobile with grate discount.READ MORE,superb mobil grate discount,superb mobil grate discount
443,5,Nobody is reading reviews to buy the iPhoneREAD MORE,nobodi read review buy iphon,nobody read review buy siphon
444,5,Superb Product in buying all product with me.READ MORE,superb product buy product,superb product buy product
445,5,GoodREAD MORE,good,good
446,5,Thanks FlipkartREAD MORE,thank flipkart,thank flippant
447,5,AmazingREAD MORE,amaz,amaze
448,5,Best iphone till nowREAD MORE,best iphon till,best siphon till
449,5,Awesome smartphone by Apple as always ...READ MORE,awesom smartphon appl alway,awesome smartphone apply alway
450,5,Best deal and original product. Buy it with any second thoughts. Trusted seller.READ MORE,best deal origin product buy second thought trust seller,best deal origin product buy second thought trust seller
451,5,overall good product....satisfiedREAD MORE,overal good productsatisfi,overall good
452,5,It's goodREAD MORE,good,good
453,5,ExcellentREAD MORE,excel,excel
454,5,Amazing.READ MORE,amaz,amaze
455,5,So niceREAD MORE,nice,nice
456,5,FantasticREAD MORE,fantast,fantasy
457,5,GoodREAD MORE,good,good
458,5,Latest productREAD MORE,latest product,latest product
459,5,Very very goodREAD MORE,good,good
460,5,Excellent mobile with best featureREAD MORE,excel mobil best featur,excel mobil best feature
461,4,Finally i changed my mind and decided to go with apple Its osm best and bestREAD MORE,final chang mind decid go appl osm best best,final chang mind decide go apply om best best
462,5,Phone is awesome.READ MORE,phone awesom,phone awesome
463,5,Awesome choiceREAD MORE,awesom choic,awesome choice
464,4,"Good phone with average camera for photos, videos are great though.Fabulous display getting 6-7 hrs of average screen time.READ MORE",good phone averag camera photo video great thoughfabul display get 67 hr averag screen time,good phone average camera photo video great display get 67 he average screen time
465,5,Battery will be better. After using for 4 months a very good experience by iosREAD MORE,batteri better use 4 month good experi io,battery better use 4 month good expert io
466,4,We received the product in good condition and is working fine for the last 20 days.READ MORE,receiv product good condit work fine last 20 day,receive product good conduit work fine last 20 day
467,5,GoodREAD MORE,good,good
468,5,BuyREAD MORE,buy,buy
469,4,GoodREAD MORE,good,good
470,5,Genuine product....thanksREAD MORE,genuin productthank,genuine
471,4,Good i phoneREAD MORE,good phone,good phone
472,5,V goodREAD MORE,v good,i good
473,5,What I say that product design and technology made from AppleREAD MORE,say product design technolog made appl,say product design technology made apply
474,5,Overall phone performance is goodREAD MORE,overal phone perform good,overall phone perform good
475,5,100% Worthy!READ MORE,100 worthi,100 worth
476,5,Good Battery back up and good CameraREAD MORE,good batteri back good camera,good battery back good camera
477,5,This is an awesome phone. No competition no comparisons.READ MORE,awesom phone competit comparison,awesome phone compete comparison
478,5,Awesome 😍READ MORE,awesom 😍,awesome i
479,5,The best apple has to offer in every aspectsREAD MORE,best appl offer everi aspect,best apply offer ever aspect
480,5,NiceREAD MORE,nice,nice
481,5,Original product with good conditionREAD MORE,origin product good condit,origin product good conduit
482,4,This is my first IPhone. Good to use and handy. Great performance too. Camera quality is very good and smooth.READ MORE,first iphon good use handi great perform camera qualiti good smooth,first siphon good use hands great perform camera quality good smooth
483,4,Very niceREAD MORE,nice,nice
484,5,Very goodREAD MORE,good,good
485,5,I was android user and first have change from android to Apple.In terms security no one can beat the AppleREAD MORE,android user first chang android applein term secur one beat appl,android user first chang android apple term secure one beat apply
486,5,GoodREAD MORE,good,good
487,4,SUPER PRODUCT...I LIKE IT..READ MORE,super producti like,super product like
488,5,Good deviceREAD MORE,good devic,good devil
489,5,Nice colourREAD MORE,nice colour,nice colour
490,5,NiceREAD MORE,nice,nice
491,4,Nice mobileREAD MORE,nice mobil,nice mobil
492,5,Its soo good guys highly recommendedREAD MORE,soo good guy highli recommend,soo good guy highly recommend
493,5,Very niceREAD MORE,nice,nice
494,5,This is So Best Smartphone... My Dream is Got 💓🥰READ MORE,best smartphon dream got 💓🥰,best smartphone dream got i
495,5,AwesomeREAD MORE,awesom,awesome
496,5,Good to haveREAD MORE,good,good
497,5,Nice one original productREAD MORE,nice one origin product,nice one origin product
498,5,PerfectREAD MORE,perfect,perfect
499,5,"Good build quality, awesome design and great camera, battery lasts 24 hours in morderate use. You can record video upto 4 hpurs in 4k 30 fpsREAD MORE",good build qualiti awesom design great camera batteri last 24 hour morder use record video upto 4 hpur 4k 30 fp,good build quality awesome design great camera battery last 24 hour order use record video unto 4 hour ok 30 up
500,5,Superb thank u FlipkartREAD MORE,superb thank u flipkart,superb thank u flippant
501,5,NiceREAD MORE,nice,nice
502,1,The phone touch is not working NGVIR seller is fraud giving used phone to flipcart customer and after that return rejected ..This is the worst experience I have ever had after spending to much money iphone 14 touch not workingREAD MORE,phone touch work ngvir seller fraud give use phone flipcart custom return reject worst experi ever spend much money iphon 14 touch work,phone touch work never seller fraud give use phone flippant custom return reject worst expert ever spend much money siphon 14 touch work
503,5,Camera quality is awesomeREAD MORE,camera qualiti awesom,camera quality awesome
504,2,My iPhone is hitting on charging connect timeREAD MORE,iphon hit charg connect time,siphon hit charge connect time
505,5,GoodREAD MORE,good,good
506,4,Its smooth and camera was good Loved itREAD MORE,smooth camera good love,smooth camera good love
507,4,GoodREAD MORE,good,good
508,5,Too good to useREAD MORE,good use,good use
509,3,Body heating whenever we use camera or watching videos. It should not be at this high price mobile. Apple should work on it.READ MORE,bodi heat whenev use camera watch video high price mobil appl work,body heat when use camera watch video high price mobil apply work
510,5,Iphone is best productREAD MORE,iphon best product,siphon best product
511,5,OkREAD MORE,ok,ok
512,4,Very goodREAD MORE,good,good
513,5,Ultimate performanceREAD MORE,ultim perform,ultima perform
514,3,NycREAD MORE,nyc,ny
515,5,Best camera qualityREAD MORE,best camera qualiti,best camera quality
516,5,Good productREAD MORE,good product,good product
517,5,ExcellentREAD MORE,excel,excel
518,5,"Superb phone, from its size to design to its interface loved it all.Only issue I felt was that the battery drains fast.READ MORE",superb phone size design interfac love allonli issu felt batteri drain fast,superb phone size design interface love allons issue felt battery drain fast
519,5,"I phone 14 is such a flagship mobile. Don't think more just grab it, fantastic 😍READ MORE",phone 14 flagship mobil dont think grab fantast 😍,phone 14 flagship mobil dont think grab fantasy i
520,4,Always awesomeREAD MORE,alway awesom,alway awesome
521,5,GoodREAD MORE,good,good
522,5,Like this oneREAD MORE,like one,like one
523,5,Very nice productREAD MORE,nice product,nice product
524,5,GoodREAD MORE,good,good
525,5,"I m using first time iPhone, experience is goodREAD MORE",use first time iphon experi good,use first time siphon expert good
526,5,Good oneREAD MORE,good one,good one
527,5,Good mobile with ultimate speed and high performance.READ MORE,good mobil ultim speed high perform,good mobil ultima speed high perform
528,5,Awesome master pieceREAD MORE,awesom master piec,awesome master piece
529,5,My iPhone dream got fulfilled ( While placing order I was little panic how it would be and now I trust the seller 100% since I got a brand new one)READ MORE,iphon dream got fulfil place order littl panic would trust seller 100 sinc got brand new one,siphon dream got fulfil place order little panic would trust seller 100 since got brand new one
530,5,Received the package without any problem. Package is safe and sound. No issues with Apple Iphone 14. Great color. Extremely Satisfied.READ MORE,receiv packag without problem packag safe sound issu appl iphon 14 great color extrem satisfi,receive package without problem package safe sound issue apply siphon 14 great color extreme satisfy
531,5,Nice productREAD MORE,nice product,nice product
532,5,Worth of moneyREAD MORE,worth money,worth money
533,5,Worth of moneyREAD MORE,worth money,worth money
534,4,I expected much better battery backup. Except that battery everything looks good.READ MORE,expect much better batteri backup except batteri everyth look good,expect much better battery backup except battery everyth look good
535,5,NiceREAD MORE,nice,nice
536,5,"Awesome, loved itREAD MORE",awesom love,awesome love
537,5,AwesomeREAD MORE,awesom,awesome
538,5,ExcellentREAD MORE,excel,excel
539,5,PamREAD MORE,pam,pam
540,1,Bad product given by FlipkartREAD MORE,bad product given flipkart,bad product given flippant
541,5,GoodsREAD MORE,good,good
542,1,"looking good , new and authentic, but little heating while chargingREAD MORE",look good new authent littl heat charg,look good new authentic little heat charge
543,5,OkREAD MORE,ok,ok
544,5,I am happy with the mobile and its features.Compared to android devices Mobile screen is better and pleasant to eyes. Build quality is good. No bloatware installed.READ MORE,happi mobil featurescompar android devic mobil screen better pleasant eye build qualiti good bloatwar instal,happy mobil android devil mobil screen better pleasant eye build quality good bloater install
545,5,It's just awesome👍👏😊READ MORE,awesome👍👏😊,
546,2,I am not satisfiedREAD MORE,satisfi,satisfy
547,5,Very goodREAD MORE,good,good
548,5,Top notchREAD MORE,top notch,top notch
549,5,There nothing more to mention on iphone. This particular yellow colour is awesome.READ MORE,noth mention iphon particular yellow colour awesom,not mention siphon particular yellow colour awesome
550,5,"The brand that does not need any promotion.Well, it was tough to choose between the colours when I wanted to purchase. White was the choice. Looks better than I expected.Camera : good enough for normal photography(4/5)Performance: Smooth , very responsive (5/5)Battery: lasts more than a day if not into gaming (4/5)Charging: Relatively quicker. No heating (5/5)Build : Stylish (5/5)Happy with the purchase.READ MORE",brand need promotionwel tough choos colour want purchas white choic look better expectedcamera good enough normal photography45perform smooth respons 55batteri last day game 45charg rel quicker heat 55build stylish 55happi purchas,brand need promotional tough choose colour want purchase white choice look better good enough normal smooth response last day game rel quicker heat build stylish purchase
551,5,"Nice phone, Brand new and Works perfectly.READ MORE",nice phone brand new work perfectli,nice phone brand new work perfectly
552,5,"After a lot of research on smart phones purchases, I myself chosen iPhone again. Upgraded from iPhone 6s (which was last brought in 2016 (Rs. 65k)) and now iPhone 14(Rs. 70k).Superb and on-time delivery with all verifications, iPhone comes with lot more features and new iOS updates.Easy to migrate from one iPhone to another. Best user friendly and lots of features that required and staying with iPhone feels good.READ MORE",lot research smart phone purchas chosen iphon upgrad iphon 6s last brought 2016 rs 65k iphon 14r 70ksuperb ontim deliveri verif iphon come lot featur new io updateseasi migrat one iphon anoth best user friendli lot featur requir stay iphon feel good,lot research smart phone purchase chosen siphon upgrade siphon is last brought 2016 is ask siphon for until deliver verify siphon come lot feature new io migrate one siphon anyth best user friendly lot feature require stay siphon feel good
553,2,Not good for priceREAD MORE,good price,good price
554,4,"My first time using Iphone. Overall best performance.Camera, screen display, audio are all on peak and really impressive. However, i was shocked on the UI lags which happens sometimes (Very minor). Hoping it will be rectified in ios updateREAD MORE",first time use iphon overal best performancecamera screen display audio peak realli impress howev shock ui lag happen sometim minor hope rectifi io updat,first time use siphon overall best screen display audio peak really impress howe shock i lag happen sometime minor hope rectify io update
555,5,Awesome mobileREAD MORE,awesom mobil,awesome mobil
556,5,SuperREAD MORE,super,super
557,5,"Just took moon photo from my mobile ,I seriously loving Samsung S seriesREAD MORE",took moon photo mobil serious love samsung seri,took moon photo mobil serious love sassing sari
558,5,GreatREAD MORE,great,great
559,4,"Pto Plus budget go for Apple rest just super waste of money, for for Vivo Xiomi they have great devices nowREAD MORE",pto plu budget go appl rest super wast money vivo xiomi great devic,to plus budget go apply rest super wast money vivo kimi great devil
560,5,Just iPhone as it should be.READ MORE,iphon,siphon
561,4,Nice and great phone 📱READ MORE,nice great phone 📱,nice great phone i
562,5,This is my 3rd iphone purchase from flipkart. Good real iphone no fakeREAD MORE,3rd iphon purchas flipkart good real iphon fake,ord siphon purchase flippant good real siphon fake
563,5,GreatREAD MORE,great,great
564,4,"Phone is excellent, but the delivery by Flipkart was terrible. Took two additional days from the date of actual delivery.READ MORE",phone excel deliveri flipkart terribl took two addit day date actual deliveri,phone excel deliver flippant terrible took two admit day date actual deliver
565,5,NiceREAD MORE,nice,nice
566,3,It is not that much good btt goodREAD MORE,much good btt good,much good but good
567,5,Good productREAD MORE,good product,good product
568,5,Costly but handy and good lookingREAD MORE,costli handi good look,costly hands good look
569,5,Very good to useREAD MORE,good use,good use
570,5,Best iphoneREAD MORE,best iphon,best siphon
571,5,Super and excellentREAD MORE,super excel,super excel
572,5,GoodREAD MORE,good,good
573,5,Excellent phone. No issues.READ MORE,excel phone issu,excel phone issue
574,5,Everything is perfect in this phone. just a thing 13 and 14 are exact the same when it comes to design 👍🏻READ MORE,everyth perfect phone thing 13 14 exact come design 👍🏻,everyth perfect phone thing 13 14 exact come design i
575,4,GoodREAD MORE,good,good
576,5,very niceREAD MORE,nice,nice
577,5,Very good and awesome Delivery is very BadREAD MORE,good awesom deliveri bad,good awesome deliver bad
578,5,GreatREAD MORE,great,great
579,3,Avarage product go for pro versionREAD MORE,avarag product go pro version,average product go pro version
580,5,niceREAD MORE,nice,nice
581,5,I am happyREAD MORE,happi,happy
582,5,Apple 😘READ MORE,appl 😘,apply i
583,5,Good productREAD MORE,good product,good product
584,5,Nice dealREAD MORE,nice deal,nice deal
585,5,Picture quality is amazingREAD MORE,pictur qualiti amaz,pictur quality amaze
586,5,Just go for it don't even think of any another brandREAD MORE,go dont even think anoth brand,go dont even think anyth brand
587,5,Class apartREAD MORE,class apart,class apart
588,5,Very GoodREAD MORE,good,good
589,3,"1.The screen brightness is nothing compared to my previous m312. Battery drains like crazy, 2 games of pubg and 30% batteries gone.3.Navigation and gesture control are still poor compared to Android.4.camera flash is OK.5.No dynamic wallpaper or Screensaver feature.READ MORE",1the screen bright noth compar previou m312 batteri drain like crazi 2 game pubg 30 batteri gone3navig gestur control still poor compar android4camera flash ok5no dynam wallpap screensav featur,the screen bright not compare previous battery drain like crazy 2 game pub 30 battery gesture control still poor compare flash kono dynamo wallpaper screens feature
590,5,Was sceptical to buy initially for this price. But it's worth it. No other phone can beat this in this category.👍👍READ MORE,sceptic buy initi price worth phone beat category👍👍,sceptic buy into price worth phone beat category
591,5,Fantastic 🔵✅READ MORE,fantast 🔵✅,fantasy i
592,5,Very Nice phoneREAD MORE,nice phone,nice phone
593,5,Good oneREAD MORE,good one,good one
594,5,"This is an awesome device no lag no heating issue Great battery backup, display is fantabulously fanstic and the Camera is killer..🔥🔥🔥Perfect device for people who are new and willing to join Apple Eco SystemREAD MORE",awesom devic lag heat issu great batteri backup display fantabul fanstic camera killer🔥🔥🔥perfect devic peopl new will join appl eco system,awesome devil lag heat issue great battery backup display fanatic camera devil peopl new will join apply eco system
595,5,Nice productREAD MORE,nice product,nice product
596,5,Well its apple. Only the price issue will be there. Otherwise no complaints from me.READ MORE,well appl price issu otherwis complaint,well apply price issue otherwise complaint
597,5,IncredibleREAD MORE,incred,inbred
598,5,NiceREAD MORE,nice,nice
599,5,"Got the iPhone 14 yesterday. Really very beautiful red colour. Started using the same, upgraded from my iPhone 12 mini and this is also a peach of a phone. Will have to use for a month and then update the review. For now cool and good.READ MORE",got iphon 14 yesterday realli beauti red colour start use upgrad iphon 12 mini also peach phone use month updat review cool good,got siphon 14 yesterday really beauty red colour start use upgrade siphon 12 mini also peach phone use month update review cool good
600,5,A perfect Apple product to have battery is alot more improved than previous generations even from iphone 13 i loved itREAD MORE,perfect appl product batteri alot improv previou gener even iphon 13 love,perfect apply product battery lot improv previous gene even siphon 13 love
601,5,I like this phone ..actually this phone is very good and flipkart facility is to goodREAD MORE,like phone actual phone good flipkart facil good,like phone actual phone good flippant fail good
602,5,GoodREAD MORE,good,good
603,5,Super PhoneREAD MORE,super phone,super phone
604,4,Facing heating issues while playing video and using cameraREAD MORE,face heat issu play video use camera,face heat issue play video use camera
605,5,Great phone. Interesting colour!Super fast. Good battery life.READ MORE,great phone interest coloursup fast good batteri life,great phone interest colours fast good battery life
606,3,The phone is heating while using Camera also in camera its view is excellent but the picture taken don't have that qualityREAD MORE,phone heat use camera also camera view excel pictur taken dont qualiti,phone heat use camera also camera view excel pictur taken dont quality
607,4,"Idk why ,this is my biggest purchase ,its been one week since i bought iph 14 ,still I couldn't transfer my sim from redmi note 10 pro max as it has smooth transition and miui working butter smooth just like the ios but with more features,i ordered the s23 and cancelled due to iphone resale value ,guys take ur time to decide!READ MORE",idk biggest purchas one week sinc bought iph 14 still couldnt transfer sim redmi note 10 pro max smooth transit miui work butter smooth like io featuresi order s23 cancel due iphon resal valu guy take ur time decid,ink biggest purchase one week since bought ich 14 still couldnt transfer sim remi note 10 pro max smooth transit mini work butter smooth like io features order so cancel due siphon real value guy take ur time decide
608,5,ExcellentREAD MORE,excel,excel
609,5,An absolute beast. This is what you expect after paying such amount. Everything is perfect about this phone from build quality to camera to performance. Absolutely worth it.READ MORE,absolut beast expect pay amount everyth perfect phone build qualiti camera perform absolut worth,absolute beast expect pay amount everyth perfect phone build quality camera perform absolute worth
610,5,Nice colour go for it.READ MORE,nice colour go,nice colour go
611,4,"Awesome phone but if you love android, go for android. iOS is just not for me. Good phone for good price and best cameras for the price, iOS at the end.READ MORE",awesom phone love android go android io good phone good price best camera price io end,awesome phone love android go android io good phone good price best camera price io end
612,5,Superb LookExcellent CameraMarvellous Battery LifeREAD MORE,superb lookexcel cameramarvel batteri life,superb battery life
613,5,Best phoneREAD MORE,best phone,best phone
614,5,PerfectREAD MORE,perfect,perfect
615,5,AwesomeREAD MORE,awesom,awesome
616,5,Good ProductREAD MORE,good product,good product
617,5,Super SmoothREAD MORE,super smooth,super smooth
618,5,Awesome 🤩READ MORE,awesom 🤩,awesome i
619,5,NiceREAD MORE,nice,nice
620,5,the phone is beautifulREAD MORE,phone beauti,phone beauty
621,5,FabulousREAD MORE,fabul,kabul
622,5,Value for moneyREAD MORE,valu money,value money
623,5,Phone look is really attractive and little bit light weight than 13Only one things Flipkart took too long to deliver the order.This can be improved from Flipkart sideREAD MORE,phone look realli attract littl bit light weight 13onli one thing flipkart took long deliv orderthi improv flipkart side,phone look really attract little bit light weight one thing flippant took long deli orderto improv flippant side
624,5,"The word APPLE says it all. Though very good camera, Very good battery lifeREAD MORE",word appl say though good camera good batteri life,word apply say though good camera good battery life
625,5,Best mobileREAD MORE,best mobil,best mobil
626,5,Best phoneFor only status simbleREAD MORE,best phonefor statu simbl,best state simba
627,5,Worth for the money.READ MORE,worth money,worth money
628,5,iPhone camera quality very wonderfulREAD MORE,iphon camera qualiti wonder,siphon camera quality wonder
629,5,Good workingREAD MORE,good work,good work
630,5,OkREAD MORE,ok,ok
631,5,Vry good productREAD MORE,vri good product,ri good product
632,5,"No words about I phone simply awesome👍 Excellent customer service by Flipkart Genuine Product,Worth ItREAD MORE",word phone simpli awesome👍 excel custom servic flipkart genuin productworth,word phone simple awesome excel custom service flippant genuine
633,5,Best phone 📱READ MORE,best phone 📱,best phone i
634,5,Good 👍READ MORE,good 👍,good i
635,5,GoodREAD MORE,good,good
636,5,NiceREAD MORE,nice,nice
637,5,Good 👍READ MORE,good 👍,good i
638,5,Product red is absolutely gorgeous!!READ MORE,product red absolut gorgeou,product red absolute gorgeous
639,4,best one in the marketREAD MORE,best one market,best one market
640,5,NiceREAD MORE,nice,nice
641,5,NiceREAD MORE,nice,nice
642,5,NiceREAD MORE,nice,nice
643,5,Very very goodREAD MORE,good,good
644,5,GoodREAD MORE,good,good
645,5,NiceREAD MORE,nice,nice
646,5,GoodREAD MORE,good,good
647,5,"It's a apple device .. that means you get the good old ios . No performance issue , supper ram and power management . My slightly distasteful remark would be on its camera .READ MORE",appl devic mean get good old io perform issu supper ram power manag slightli distast remark would camera,apply devil mean get good old io perform issue supper ram power manage slightly distant remark would camera
648,5,"Good product, smooth execution of order by flipkart..READ MORE",good product smooth execut order flipkart,good product smooth execute order flippant
649,5,NiceREAD MORE,nice,nice
650,5,NiceREAD MORE,nice,nice
651,5,NiceREAD MORE,nice,nice
652,5,"Best performance, excellent camera and battery low mode was excellentREAD MORE",best perform excel camera batteri low mode excel,best perform excel camera battery low mode excel
653,5,"When I bought there was a microphone issue while video calling but resolved after reaching to service centre, other than that issue everything works well.READ MORE",bought microphon issu video call resolv reach servic centr issu everyth work well,bought microphone issue video call resolve reach service center issue everyth work well
654,5,Amazing product.. Thanku flipkart.. My Dream come trueREAD MORE,amaz product thanku flipkart dream come true,amaze product thank flippant dream come true
655,5,GoodREAD MORE,good,good
656,5,GoofREAD MORE,goof,goof
657,5,It's just perfectREAD MORE,perfect,perfect
658,5,Just wowREAD MORE,wow,wow
659,4,Super performance 😍READ MORE,super perform 😍,super perform i
660,5,Dreams come true.Love this product.Awesome features.READ MORE,dream come truelov productawesom featur,dream come feature
661,5,NiceREAD MORE,nice,nice
662,5,Very Very nice phoneREAD MORE,nice phone,nice phone
663,5,Very good product 👌READ MORE,good product 👌,good product i
664,5,Great phone best to buy-in offersREAD MORE,great phone best buyin offer,great phone best buying offer
665,5,Nice productREAD MORE,nice product,nice product
666,5,Everything is okREAD MORE,everyth ok,everyth ok
667,5,Absolutely amazing phone. Great camera and battery.you should go for 256 GB variant of you are planning to use the same for long termREAD MORE,absolut amaz phone great camera batteryy go 256 gb variant plan use long term,absolute amaze phone great camera battery go 256 go variant plan use long term
668,5,Awesome product...I love itREAD MORE,awesom producti love,awesome product love
669,5,Overall good iPhone 14READ MORE,overal good iphon 14,overall good siphon 14
670,5,Very goodREAD MORE,good,good
671,5,No need to review apple Fantastic productREAD MORE,need review appl fantast product,need review apply fantasy product
672,5,Awesome one wordREAD MORE,awesom one word,awesome one word
673,5,Seriously.... Such a great awesome....READ MORE,serious great awesom,serious great awesome
674,3,OkREAD MORE,ok,ok
675,3,Battery backup is not good And rest everything is goodREAD MORE,batteri backup good rest everyth good,battery backup good rest everyth good
676,5,Superb ExcellentREAD MORE,superb excel,superb excel
677,5,"didn't feel camera was that great , don't know why , everything elese is really goodREAD MORE",didnt feel camera great dont know everyth eles realli good,didn't feel camera great dont know everyth else really good
678,5,Good 👍👍 thank flipkart for great phoneREAD MORE,good 👍👍 thank flipkart great phone,good i thank flippant great phone
679,5,Awesome phoneREAD MORE,awesom phone,awesome phone
680,4,As always Apple is good Had good experience with Flipkart after hearing  lots of -ve feedbackREAD MORE,alway appl good good experi flipkart hear lot feedback,alway apply good good expert flippant hear lot feedback
681,5,SuperbREAD MORE,superb,superb
682,5,"Amazing product, just go for itREAD MORE",amaz product go,amaze product go
683,4,Need more batteryREAD MORE,need batteri,need battery
684,5,ExcellenceREAD MORE,excel,excel
685,5,"Excellent buy. As expected, the iPhone 14 is a big leap in performance over the iPhone X which was being used by my wife. Very value for money too, considering the deal I got.READ MORE",excel buy expect iphon 14 big leap perform iphon x use wife valu money consid deal got,excel buy expect siphon 14 big leap perform siphon i use wife value money consider deal got
686,5,NiceREAD MORE,nice,nice
687,5,I received a iphone 14 in red within the next day.ABSOLUTELY Gorgeous.ShiftING FROM ANDROID TO IOS.Samsung S23 is also a good phone for those who still want to have Android.READ MORE,receiv iphon 14 red within next dayabsolut gorgeousshift android iossamsung s23 also good phone still want android,receive siphon 14 red within next android so also good phone still want android
688,5,As expectedREAD MORE,expect,expect
